instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,kaggle_fold,high_card,cnt_REGR,cnt_CLASS,cnt_MULTICLASS
150,2011-01-07,1_winter,2011,01,12,0,5_Fri,Yes,2_misty,1.4000000000000004,-2.9979999999999993,0.37,16.997899999999998,9,50,59,train,0.37,4.0943445622221,0_low,0_low
151,2011-01-07,1_winter,2011,01,13,NA,5_Fri,Yes,2_misty,1.4000000000000004,-4.001200000000001,0.37,19.0012,9,64,73,train,0.37,4.30406509320417,0_low,0_low
152,2011-01-07,1_winter,2011,01,14,NA,5_Fri,Yes,2_misty,1.4000000000000004,-2.9979999999999993,0.4,16.997899999999998,7,43,50,train,0.4,3.9318256327243257,0_low,0_low
153,2011-01-07,1_winter,2011,01,15,0,5_Fri,Yes,2_misty,1.4000000000000004,-2.0013999999999985,0.37,11.0014,9,63,72,train,0.37,4.290459441148391,0_low,0_low
154,2011-01-07,1_winter,2011,01,16,0,5_Fri,Yes,2_misty,1.4000000000000004,-2.0013999999999985,0.37,11.0014,5,82,87,train,0.37,4.477336814478207,0_low,0_low
155,2011-01-07,1_winter,2011,01,17,0,5_Fri,Yes,2_misty,1.4000000000000004,1.0015999999999998,0.37,NA,9,178,187,train,0.37,5.236441962829949,0_low,0_low
156,2011-01-07,1_winter,2011,01,18,NA,5_Fri,Yes,1_clear,1.4000000000000004,-0.9982000000000006,0.4,6.0032,7,116,123,train,0.4,4.820281565605037,0_low,0_low
157,2011-01-07,1_winter,2011,01,19,0,5_Fri,Yes,1_clear,-0.47999999999999954,-2.9979999999999993,0.55,6.0032,3,92,95,train,0.55,4.564348191467836,0_low,0_low
158,2011-01-07,1_winter,2011,01,20,0,5_Fri,Yes,1_clear,0.4599999999999991,-2.0013999999999985,0.47,7.0015,1,50,51,train,0.47,3.9512437185814275,0_low,0_low
159,2011-01-07,1_winter,2011,01,21,0,5_Fri,Yes,1_clear,0.4599999999999991,-2.9979999999999993,0.47,8.9981,0,39,39,train,0.47,3.6888794541139363,0_low,0_low
160,2011-01-07,1_winter,2011,01,22,0,5_Fri,Yes,2_misty,0.4599999999999991,-2.9979999999999993,0.43,11.0014,2,34,36,train,0.43,3.6109179126442243,0_low,0_low
161,2011-01-07,1_winter,2011,01,23,0,5_Fri,Yes,2_misty,0.4599999999999991,-2.9979999999999993,0.51,11.0014,1,14,15,train,0.51,2.772588722239781,0_low,0_low
162,2011-01-08,1_winter,2011,01,00,0,6_Sat,No,2_misty,0.4599999999999991,-2.9979999999999993,0.51,11.0014,1,24,25,train,0.51,3.258096538021482,0_low,0_low
163,2011-01-08,1_winter,2011,01,01,NA,6_Sat,No,2_misty,0.4599999999999991,-2.0013999999999985,0.55,6.0032,1,15,16,train,0.55,2.833213344056216,0_low,0_low
164,2011-01-08,1_winter,2011,01,02,0,6_Sat,No,2_misty,0.4599999999999991,-0.0015999999999998238,0.55,NA,3,13,16,train,0.55,2.833213344056216,0_low,0_low
165,2011-01-08,1_winter,2011,01,03,0,6_Sat,No,3_light rain,0.4599999999999991,-2.9979999999999993,0.55,11.0014,0,7,7,train,0.55,2.0794415416798357,0_low,0_low
166,2011-01-08,1_winter,2011,01,04,0,6_Sat,No,3_light rain,0.4599999999999991,-2.9979999999999993,0.55,11.0014,0,1,1,train,0.55,0.6931471805599453,0_low,0_low
167,2011-01-08,1_winter,2011,01,05,NA,6_Sat,No,2_misty,-0.47999999999999954,-4.997800000000002,0.74,11.0014,0,5,5,train,0.74,1.791759469228055,0_low,0_low
168,2011-01-08,1_winter,2011,01,06,0,6_Sat,No,2_misty,-0.47999999999999954,-4.997800000000002,0.74,11.0014,0,2,2,train,0.74,1.0986122886681098,0_low,0_low
169,2011-01-08,1_winter,2011,01,07,NA,6_Sat,No,2_misty,-0.47999999999999954,-4.001200000000001,0.74,7.0015,1,8,9,train,0.74,2.302585092994046,0_low,0_low
170,2011-01-08,1_winter,2011,01,08,NA,6_Sat,No,3_light rain,-0.47999999999999954,-4.001200000000001,0.93,7.0015,0,15,15,train,0.93,2.772588722239781,0_low,0_low
171,2011-01-08,1_winter,2011,01,09,0,6_Sat,No,3_light rain,-0.47999999999999954,-4.001200000000001,0.93,7.0015,0,20,20,train,0.93,3.044522437723423,0_low,0_low
172,2011-01-08,1_winter,2011,01,10,NA,6_Sat,No,2_misty,0.4599999999999991,-2.9979999999999993,0.8,11.0014,5,56,61,train,0.8,4.127134385045092,0_low,0_low
173,2011-01-08,1_winter,2011,01,11,NA,6_Sat,No,2_misty,1.4000000000000004,-4.001200000000001,0.69,26.0027,2,60,62,train,0.69,4.143134726391533,0_low,0_low
174,2011-01-08,1_winter,2011,01,12,NA,6_Sat,No,2_misty,1.4000000000000004,-4.001200000000001,0.59,23.9994,8,90,98,train,0.59,4.59511985013459,0_low,0_low
175,2011-01-08,1_winter,2011,01,13,0,6_Sat,No,1_clear,1.4000000000000004,-4.001200000000001,0.44,22.0028,7,95,102,train,0.44,4.634728988229636,0_low,0_low
176,2011-01-08,1_winter,2011,01,14,0,6_Sat,No,1_clear,1.4000000000000004,-4.997800000000002,0.32,32.9975,12,83,95,train,0.32,4.564348191467836,0_low,0_low
177,2011-01-08,1_winter,2011,01,15,0,6_Sat,No,1_clear,1.4000000000000004,-4.997800000000002,0.32,30.002599999999997,5,69,74,train,0.32,4.31748811353631,0_low,0_low
178,2011-01-08,1_winter,2011,01,16,0,6_Sat,No,1_clear,0.4599999999999991,-6.9976,0.29,30.002599999999997,8,68,76,train,0.29,4.343805421853684,0_low,0_low
179,2011-01-08,1_winter,2011,01,17,NA,6_Sat,No,1_clear,-0.47999999999999954,-8.0008,0.37,36.9974,5,64,69,train,0.37,4.248495242049359,0_low,0_low
180,2011-01-08,1_winter,2011,01,18,0,6_Sat,No,1_clear,-1.419999999999999,-8.0008,0.39,19.999499999999998,3,52,55,train,0.39,4.02535169073515,0_low,0_low
181,2011-01-08,1_winter,2011,01,19,0,6_Sat,No,1_clear,-1.419999999999999,-8.0008,0.36,16.997899999999998,4,26,30,train,0.36,3.4339872044851463,0_low,0_low
182,2011-01-08,1_winter,2011,01,20,0,6_Sat,No,1_clear,-2.3600000000000003,-8.0008,0.36,16.997899999999998,0,28,28,train,0.36,3.367295829986474,0_low,0_low
183,2011-01-08,1_winter,2011,01,21,0,6_Sat,No,1_clear,-2.3600000000000003,-8.997399999999999,0.39,23.9994,2,35,37,train,0.39,3.6375861597263857,0_low,0_low
184,2011-01-08,1_winter,2011,01,22,0,6_Sat,No,1_clear,-2.3600000000000003,-8.997399999999999,0.36,26.0027,1,33,34,train,0.36,3.5553480614894135,0_low,0_low
185,2011-01-08,1_winter,2011,01,23,0,6_Sat,No,1_clear,-3.3,-12.000399999999999,0.39,30.002599999999997,0,22,22,train,0.39,3.1354942159291497,0_low,0_low
186,2011-01-09,1_winter,2011,01,00,0,0_Sun,No,1_clear,-3.3,-10.9972,0.42,26.0027,1,24,25,train,0.42,3.258096538021482,0_low,0_low
187,2011-01-09,1_winter,2011,01,01,0,0_Sun,No,1_clear,-3.3,-12.000399999999999,0.42,31.0009,0,12,12,train,0.42,2.5649493574615367,0_low,0_low
188,2011-01-09,1_winter,2011,01,02,0,0_Sun,No,1_clear,-3.3,-12.000399999999999,0.46,31.0009,0,11,11,train,0.46,2.4849066497880004,0_low,0_low
189,2011-01-09,1_winter,2011,01,03,0,0_Sun,No,1_clear,-3.3,-10.9972,0.46,27.999299999999998,0,4,4,train,0.46,1.6094379124341003,0_low,0_low
190,2011-01-09,1_winter,2011,01,04,0,0_Sun,No,1_clear,-4.24,-10.0006,0.53,12.998000000000001,0,1,1,train,0.53,0.6931471805599453,0_low,0_low
191,2011-01-09,1_winter,2011,01,05,0,0_Sun,No,1_clear,-4.24,-10.0006,0.53,12.998000000000001,0,1,1,train,0.53,0.6931471805599453,0_low,0_low
192,2011-01-09,1_winter,2011,01,06,0,0_Sun,No,1_clear,-3.3,-10.0006,0.49,19.0012,0,1,1,train,0.49,0.6931471805599453,0_low,0_low
193,2011-01-09,1_winter,2011,01,07,0,0_Sun,No,1_clear,-4.24,-10.0006,0.53,12.998000000000001,1,5,6,train,0.53,1.9459101490553132,0_low,0_low
194,2011-01-09,1_winter,2011,01,08,0,0_Sun,No,1_clear,-3.3,-10.0006,0.49,19.0012,0,10,10,train,0.49,2.3978952727983707,0_low,0_low
195,2011-01-09,1_winter,2011,01,09,0,0_Sun,No,1_clear,-2.3600000000000003,-10.9972,0.46,35.0008,0,19,19,train,0.46,2.995732273553991,0_low,0_low
196,2011-01-09,1_winter,2011,01,10,0,0_Sun,No,1_clear,-1.419999999999999,-8.997399999999999,0.43,26.0027,0,49,49,train,0.43,3.912023005428146,0_low,0_low
197,2011-01-09,1_winter,2011,01,11,0,0_Sun,No,1_clear,-0.47999999999999954,-8.0008,0.4,35.0008,2,47,49,train,0.4,3.912023005428146,0_low,0_low
198,2011-01-09,1_winter,2011,01,12,NA,0_Sun,No,1_clear,0.4599999999999991,-6.9976,0.37,30.002599999999997,4,79,83,train,0.37,4.430816798843313,0_low,0_low
199,2011-01-09,1_winter,2011,01,13,0,0_Sun,No,1_clear,1.4000000000000004,-4.997800000000002,0.34,30.002599999999997,6,69,75,train,0.34,4.330733340286331,0_low,0_low
200,2011-01-09,1_winter,2011,01,14,0,0_Sun,No,1_clear,2.34,-4.001200000000001,0.32,31.0009,8,64,72,train,0.32,4.290459441148391,0_low,0_low
201,2011-01-09,1_winter,2011,01,15,0,0_Sun,No,1_clear,2.34,-2.9979999999999993,0.35,23.9994,5,77,82,train,0.35,4.418840607796598,0_low,0_low
202,2011-01-09,1_winter,2011,01,16,0,0_Sun,No,1_clear,1.4000000000000004,-4.997800000000002,0.34,30.002599999999997,13,79,92,train,0.34,4.532599493153256,0_low,0_low
203,2011-01-09,1_winter,2011,01,17,0,0_Sun,No,1_clear,0.4599999999999991,-6.0009999999999994,0.37,26.0027,3,59,62,train,0.37,4.143134726391533,0_low,0_low
204,2011-01-09,1_winter,2011,01,18,0,0_Sun,No,1_clear,-0.47999999999999954,-6.9976,0.4,22.0028,4,44,48,train,0.4,3.8918202981106265,0_low,0_low
205,2011-01-09,1_winter,2011,01,19,0,0_Sun,No,1_clear,-0.47999999999999954,-6.9976,0.43,22.0028,1,40,41,train,0.43,3.7376696182833684,0_low,0_low
206,2011-01-09,1_winter,2011,01,20,0,0_Sun,No,1_clear,-1.419999999999999,-8.0008,0.46,16.997899999999998,0,38,38,train,0.46,3.6635616461296463,0_low,0_low
207,2011-01-09,1_winter,2011,01,21,0,0_Sun,No,1_clear,-1.419999999999999,-8.997399999999999,0.46,27.999299999999998,1,19,20,train,0.46,3.044522437723423,0_low,0_low
208,2011-01-09,1_winter,2011,01,22,0,0_Sun,No,1_clear,-1.419999999999999,-8.0008,0.46,19.999499999999998,5,10,15,train,0.46,2.772588722239781,0_low,0_low
209,2011-01-09,1_winter,2011,01,23,0,0_Sun,No,1_clear,-2.3600000000000003,-6.9976,0.5,12.998000000000001,0,6,6,train,0.5,1.9459101490553132,0_low,0_low
210,2011-01-10,1_winter,2011,01,00,0,1_Mon,Yes,1_clear,-2.3600000000000003,-8.0008,0.5,19.0012,2,3,5,train,0.5,1.791759469228055,0_low,0_low
211,2011-01-10,1_winter,2011,01,01,0,1_Mon,Yes,1_clear,-2.3600000000000003,-8.0008,0.5,19.0012,1,0,1,train,0.5,0.6931471805599453,0_low,0_low
212,2011-01-10,1_winter,2011,01,02,0,1_Mon,Yes,1_clear,-2.3600000000000003,-8.0008,0.5,15.001299999999999,0,3,3,train,0.5,1.3862943611198906,0_low,0_low
213,2011-01-10,1_winter,2011,01,03,0,1_Mon,Yes,1_clear,-2.3600000000000003,-8.0008,0.5,15.001299999999999,0,1,1,train,0.5,0.6931471805599453,0_low,0_low
214,2011-01-10,1_winter,2011,01,04,NA,1_Mon,Yes,1_clear,-3.3,-8.0008,0.54,8.9981,1,2,3,train,0.54,1.3862943611198906,0_low,0_low
215,2011-01-10,1_winter,2011,01,05,NA,1_Mon,Yes,1_clear,-3.3,-8.997399999999999,0.54,16.997899999999998,0,3,3,train,0.54,1.3862943611198906,0_low,0_low
216,2011-01-10,1_winter,2011,01,06,0,1_Mon,Yes,1_clear,-2.3600000000000003,-8.0008,0.5,19.0012,0,31,31,train,0.5,3.4657359027997265,0_low,0_low
217,2011-01-10,1_winter,2011,01,07,0,1_Mon,Yes,1_clear,-2.3600000000000003,-8.0008,0.5,15.001299999999999,2,75,77,train,0.5,4.356708826689592,0_low,0_low
218,2011-01-10,1_winter,2011,01,08,0,1_Mon,Yes,2_misty,-2.3600000000000003,-8.0008,0.5,19.0012,4,184,188,train,0.5,5.241747015059643,0_low,0_low
219,2011-01-10,1_winter,2011,01,09,0,1_Mon,Yes,2_misty,-1.419999999999999,-8.0008,0.5,16.997899999999998,2,92,94,train,0.5,4.553876891600541,0_low,0_low
220,2011-01-10,1_winter,2011,01,10,0,1_Mon,Yes,2_misty,-1.419999999999999,-8.0008,0.5,19.999499999999998,0,31,31,train,0.5,3.4657359027997265,0_low,0_low
221,2011-01-10,1_winter,2011,01,11,0,1_Mon,Yes,2_misty,-0.47999999999999954,-6.9976,0.47,19.0012,2,28,30,train,0.47,3.4339872044851463,0_low,0_low
222,2011-01-10,1_winter,2011,01,12,0,1_Mon,Yes,2_misty,1.4000000000000004,-4.001200000000001,0.4,19.0012,5,47,52,train,0.4,3.970291913552122,0_low,0_low
223,2011-01-10,1_winter,2011,01,13,0,1_Mon,Yes,2_misty,1.4000000000000004,-4.001200000000001,0.4,19.0012,4,50,54,train,0.4,4.007333185232471,0_low,0_low
224,2011-01-10,1_winter,2011,01,14,NA,1_Mon,Yes,2_misty,1.4000000000000004,-2.9979999999999993,0.4,15.001299999999999,0,47,47,train,0.4,3.871201010907891,0_low,0_low
225,2011-01-10,1_winter,2011,01,15,0,1_Mon,Yes,2_misty,1.4000000000000004,-2.9979999999999993,0.4,15.001299999999999,2,43,45,train,0.4,3.828641396489095,0_low,0_low
226,2011-01-10,1_winter,2011,01,16,0,1_Mon,Yes,1_clear,1.4000000000000004,-2.0013999999999985,0.4,8.9981,4,70,74,train,0.4,4.31748811353631,0_low,0_low
227,2011-01-10,1_winter,2011,01,17,0,1_Mon,Yes,1_clear,1.4000000000000004,-0.9982000000000006,0.4,7.0015,4,174,178,train,0.4,5.187385805840755,0_low,0_low
228,2011-01-10,1_winter,2011,01,18,0,1_Mon,Yes,1_clear,1.4000000000000004,-2.9979999999999993,0.4,15.001299999999999,1,154,155,train,0.4,5.049856007249537,0_low,0_low
229,2011-01-10,1_winter,2011,01,19,0,1_Mon,Yes,1_clear,-0.47999999999999954,-4.997800000000002,0.47,11.0014,3,92,95,train,0.47,4.564348191467836,0_low,0_low
230,2011-01-10,1_winter,2011,01,20,0,1_Mon,Yes,1_clear,-0.47999999999999954,-4.997800000000002,0.5,11.0014,1,73,74,train,0.5,4.31748811353631,0_low,0_low
231,2011-01-10,1_winter,2011,01,21,0,1_Mon,Yes,1_clear,-1.419999999999999,-6.9976,0.59,12.998000000000001,1,37,38,train,0.59,3.6635616461296463,0_low,0_low
232,2011-01-10,1_winter,2011,01,22,0,1_Mon,Yes,1_clear,-1.419999999999999,-6.0009999999999994,0.59,11.0014,2,22,24,train,0.59,3.2188758248682006,0_low,0_low
233,2011-01-10,1_winter,2011,01,23,0,1_Mon,Yes,1_clear,-1.419999999999999,-6.0009999999999994,0.59,11.0014,0,18,18,train,0.59,2.9444389791664403,0_low,0_low
234,2011-01-11,1_winter,2011,01,00,0,2_Tue,Yes,1_clear,-1.419999999999999,-4.997800000000002,0.59,7.0015,2,10,12,train,0.59,2.5649493574615367,0_low,0_low
235,2011-01-11,1_winter,2011,01,01,0,2_Tue,Yes,1_clear,-1.419999999999999,-6.0009999999999994,0.59,11.0014,0,3,3,train,0.59,1.3862943611198906,0_low,0_low
236,2011-01-11,1_winter,2011,01,02,0,2_Tue,Yes,2_misty,-0.47999999999999954,-6.0009999999999994,0.55,12.998000000000001,0,3,3,train,0.55,1.3862943611198906,0_low,0_low
237,2011-01-11,1_winter,2011,01,05,0,2_Tue,Yes,2_misty,-0.47999999999999954,-4.001200000000001,0.55,8.9981,0,6,6,train,0.55,1.9459101490553132,0_low,0_low
238,2011-01-11,1_winter,2011,01,06,0,2_Tue,Yes,2_misty,-0.47999999999999954,-4.001200000000001,0.55,8.9981,0,27,27,train,0.55,3.332204510175204,0_low,0_low
239,2011-01-11,1_winter,2011,01,07,0,2_Tue,Yes,2_misty,-0.47999999999999954,-0.9982000000000006,0.55,NA,2,97,99,train,0.55,4.605170185988092,0_low,0_low
240,2011-01-11,1_winter,2011,01,08,0,2_Tue,Yes,2_misty,0.4599999999999991,-2.0013999999999985,0.51,6.0032,3,214,217,train,0.51,5.384495062789089,0_low,0_low
241,2011-01-11,1_winter,2011,01,09,0,2_Tue,Yes,2_misty,0.4599999999999991,-2.9979999999999993,0.51,11.0014,3,127,130,train,0.51,4.875197323201151,0_low,0_low
242,2011-01-11,1_winter,2011,01,10,0,2_Tue,Yes,2_misty,1.4000000000000004,-2.0013999999999985,0.51,11.0014,3,51,54,train,0.51,4.007333185232471,0_low,0_low
243,2011-01-11,1_winter,2011,01,11,0,2_Tue,Yes,2_misty,1.4000000000000004,-2.0013999999999985,0.47,8.9981,4,31,35,train,0.47,3.58351893845611,0_low,0_low
244,2011-01-11,1_winter,2011,01,12,0,2_Tue,Yes,2_misty,1.4000000000000004,-0.9982000000000006,0.51,7.0015,2,55,57,train,0.51,4.060443010546419,0_low,0_low
245,2011-01-11,1_winter,2011,01,13,NA,2_Tue,Yes,2_misty,1.4000000000000004,-0.9982000000000006,0.59,6.0032,6,46,52,train,0.59,3.970291913552122,0_low,0_low
246,2011-01-11,1_winter,2011,01,14,0,2_Tue,Yes,2_misty,1.4000000000000004,-0.9982000000000006,0.59,6.0032,3,60,63,train,0.59,4.1588830833596715,0_low,0_low
247,2011-01-11,1_winter,2011,01,15,0,2_Tue,Yes,2_misty,-0.47999999999999954,-2.9979999999999993,0.8,6.0032,2,45,47,train,0.8,3.871201010907891,0_low,0_low
248,2011-01-11,1_winter,2011,01,16,0,2_Tue,Yes,2_misty,-0.47999999999999954,-6.0009999999999994,0.86,15.001299999999999,4,72,76,train,0.86,4.343805421853684,0_low,0_low
249,2011-01-11,1_winter,2011,01,17,0,2_Tue,Yes,2_misty,-0.47999999999999954,-6.0009999999999994,0.86,15.001299999999999,6,130,136,train,0.86,4.919980925828125,0_low,0_low
250,2011-01-11,1_winter,2011,01,18,0,2_Tue,Yes,3_light rain,-0.47999999999999954,-4.001200000000001,0.93,7.0015,1,94,95,train,0.93,4.564348191467836,0_low,0_low
251,2011-01-11,1_winter,2011,01,19,0,2_Tue,Yes,3_light rain,-0.47999999999999954,-0.9982000000000006,0.93,NA,0,51,51,train,0.93,3.9512437185814275,0_low,0_low
252,2011-01-11,1_winter,2011,01,20,0,2_Tue,Yes,3_light rain,-0.47999999999999954,-6.0009999999999994,0.93,12.998000000000001,0,32,32,train,0.93,3.4965075614664802,0_low,0_low
253,2011-01-11,1_winter,2011,01,21,0,2_Tue,Yes,3_light rain,-0.47999999999999954,-2.9979999999999993,0.86,6.0032,0,20,20,train,0.86,3.044522437723423,0_low,0_low
254,2011-01-11,1_winter,2011,01,22,0,2_Tue,Yes,3_light rain,-0.47999999999999954,-4.001200000000001,0.93,7.0015,1,28,29,train,0.93,3.4011973816621555,0_low,0_low
255,2011-01-11,1_winter,2011,01,23,0,2_Tue,Yes,3_light rain,-0.47999999999999954,-2.9979999999999993,0.93,6.0032,1,18,19,train,0.93,2.995732273553991,0_low,0_low
256,2011-01-12,1_winter,2011,01,00,0,3_Wed,Yes,2_misty,-0.47999999999999954,-2.9979999999999993,0.86,6.0032,0,7,7,train,0.86,2.0794415416798357,0_low,0_low
257,2011-01-12,1_winter,2011,01,01,0,3_Wed,Yes,2_misty,-0.47999999999999954,-4.001200000000001,0.86,7.0015,0,6,6,train,0.86,1.9459101490553132,0_low,0_low
258,2011-01-12,1_winter,2011,01,02,0,3_Wed,Yes,1_clear,-1.419999999999999,-6.0009999999999994,0.86,8.9981,0,1,1,train,0.86,0.6931471805599453,0_low,0_low
259,2011-01-12,1_winter,2011,01,05,0,3_Wed,Yes,1_clear,-1.419999999999999,-6.0009999999999994,0.86,11.0014,0,5,5,train,0.86,1.791759469228055,0_low,0_low
260,2011-01-12,1_winter,2011,01,06,0,3_Wed,Yes,1_clear,-2.3600000000000003,-6.0009999999999994,0.93,8.9981,0,16,16,train,0.93,2.833213344056216,0_low,0_low
261,2011-01-12,1_winter,2011,01,07,0,3_Wed,Yes,1_clear,-1.419999999999999,-6.0009999999999994,0.69,8.9981,0,54,54,train,0.69,4.007333185232471,0_low,0_low
262,2011-01-12,1_winter,2011,01,08,0,3_Wed,Yes,1_clear,-0.47999999999999954,-4.997800000000002,0.59,11.0014,3,125,128,train,0.59,4.859812404361672,0_low,0_low
263,2011-01-12,1_winter,2011,01,09,0,3_Wed,Yes,1_clear,-0.47999999999999954,-6.9976,0.59,22.0028,3,78,81,train,0.59,4.406719247264253,0_low,0_low
264,2011-01-12,1_winter,2011,01,10,0,3_Wed,Yes,1_clear,0.4599999999999991,-4.001200000000001,0.55,15.001299999999999,0,39,39,train,0.55,3.6888794541139363,0_low,0_low
265,2011-01-12,1_winter,2011,01,11,0,3_Wed,Yes,1_clear,1.4000000000000004,-4.001200000000001,0.51,26.0027,3,32,35,train,0.51,3.58351893845611,0_low,0_low
266,2011-01-12,1_winter,2011,01,12,0,3_Wed,Yes,1_clear,1.4000000000000004,-6.0009999999999994,0.47,39.000699999999995,3,52,55,train,0.47,4.02535169073515,0_low,0_low
267,2011-01-12,1_winter,2011,01,13,0,3_Wed,Yes,1_clear,2.34,-2.9979999999999993,0.44,23.9994,0,49,49,train,0.44,3.912023005428146,0_low,0_low
268,2011-01-12,1_winter,2011,01,14,0,3_Wed,Yes,1_clear,1.4000000000000004,-4.001200000000001,0.47,22.0028,0,44,44,train,0.47,3.8066624897703196,0_low,0_low
269,2011-01-12,1_winter,2011,01,15,0,3_Wed,Yes,1_clear,1.4000000000000004,-4.997800000000002,0.47,27.999299999999998,1,48,49,train,0.47,3.912023005428146,0_low,0_low
270,2011-01-12,1_winter,2011,01,16,0,3_Wed,Yes,1_clear,2.34,-2.9979999999999993,0.44,22.0028,5,63,68,train,0.44,4.23410650459726,0_low,0_low
271,2011-01-12,1_winter,2011,01,17,0,3_Wed,Yes,1_clear,1.4000000000000004,-4.001200000000001,0.47,23.9994,0,139,139,train,0.47,4.941642422609304,0_low,0_low
272,2011-01-12,1_winter,2011,01,18,0,3_Wed,Yes,1_clear,1.4000000000000004,-6.0009999999999994,0.47,35.0008,2,135,137,train,0.47,4.927253685157205,0_low,0_low
273,2011-01-12,1_winter,2011,01,19,NA,3_Wed,Yes,1_clear,0.4599999999999991,-6.0009999999999994,0.47,27.999299999999998,1,82,83,train,0.47,4.430816798843313,0_low,0_low
274,2011-01-12,1_winter,2011,01,20,NA,3_Wed,Yes,1_clear,-0.47999999999999954,-6.9976,0.5,22.0028,2,54,56,train,0.5,4.04305126783455,0_low,0_low
275,2011-01-12,1_winter,2011,01,21,0,3_Wed,Yes,1_clear,-0.47999999999999954,-6.9976,0.55,22.0028,0,57,57,train,0.55,4.060443010546419,0_low,0_low
276,2011-01-12,1_winter,2011,01,22,0,3_Wed,Yes,1_clear,-0.47999999999999954,-8.0008,0.55,30.002599999999997,1,32,33,train,0.55,3.5263605246161616,0_low,0_low
277,2011-01-12,1_winter,2011,01,23,0,3_Wed,Yes,1_clear,-1.419999999999999,-8.997399999999999,0.59,27.999299999999998,1,19,20,train,0.59,3.044522437723423,0_low,0_low
278,2011-01-13,1_winter,2011,01,00,0,4_Thu,Yes,1_clear,-1.419999999999999,-8.0008,0.59,19.0012,1,6,7,train,0.59,2.0794415416798357,0_low,0_low
279,2011-01-13,1_winter,2011,01,01,0,4_Thu,Yes,1_clear,-1.419999999999999,-8.0008,0.5,19.0012,0,2,2,train,0.5,1.0986122886681098,0_low,0_low
280,2011-01-13,1_winter,2011,01,02,0,4_Thu,Yes,1_clear,-1.419999999999999,-8.0008,0.5,23.9994,0,2,2,train,0.5,1.0986122886681098,0_low,0_low
281,2011-01-13,1_winter,2011,01,03,0,4_Thu,Yes,1_clear,-1.419999999999999,-8.0008,0.5,22.0028,0,3,3,train,0.5,1.3862943611198906,0_low,0_low
282,2011-01-13,1_winter,2011,01,04,0,4_Thu,Yes,1_clear,-1.419999999999999,-8.0008,0.5,16.997899999999998,0,4,4,train,0.5,1.6094379124341003,0_low,0_low
283,2011-01-13,1_winter,2011,01,05,0,4_Thu,Yes,1_clear,-1.419999999999999,-8.0008,0.5,19.999499999999998,0,3,3,train,0.5,1.3862943611198906,0_low,0_low
284,2011-01-13,1_winter,2011,01,06,0,4_Thu,Yes,1_clear,-2.3600000000000003,-6.0009999999999994,0.54,8.9981,0,28,28,train,0.54,3.367295829986474,0_low,0_low
285,2011-01-13,1_winter,2011,01,07,0,4_Thu,Yes,1_clear,-2.3600000000000003,-6.0009999999999994,0.54,8.9981,0,72,72,train,0.54,4.290459441148391,0_low,0_low
286,2011-01-13,1_winter,2011,01,08,NA,4_Thu,Yes,1_clear,-1.419999999999999,-6.9976,0.5,12.998000000000001,5,197,202,train,0.5,5.313205979041787,0_low,0_low
287,2011-01-13,1_winter,2011,01,09,0,4_Thu,Yes,1_clear,-1.419999999999999,-8.0008,0.5,22.0028,2,137,139,train,0.5,4.941642422609304,0_low,0_low
288,2011-01-13,1_winter,2011,01,10,0,4_Thu,Yes,2_misty,-0.47999999999999954,-6.9976,0.5,23.9994,2,36,38,train,0.5,3.6635616461296463,0_low,0_low
289,2011-01-13,1_winter,2011,01,11,0,4_Thu,Yes,2_misty,1.4000000000000004,-4.997800000000002,0.44,30.002599999999997,4,33,37,train,0.44,3.6375861597263857,0_low,0_low
290,2011-01-13,1_winter,2011,01,12,0,4_Thu,Yes,1_clear,1.4000000000000004,-4.997800000000002,0.44,27.999299999999998,3,49,52,train,0.44,3.970291913552122,0_low,0_low
291,2011-01-13,1_winter,2011,01,13,0,4_Thu,Yes,1_clear,2.34,-2.9979999999999993,0.41,30.002599999999997,2,81,83,train,0.41,4.430816798843313,0_low,0_low
292,2011-01-13,1_winter,2011,01,14,0,4_Thu,Yes,1_clear,2.34,-2.9979999999999993,0.41,26.0027,3,39,42,train,0.41,3.7612001156935624,0_low,0_low
